2068 25.65570 32.069964  1.194589  0.0000 67  51.4514  3.0835
2068 22.12634 24.215070  0.020388  0.0000 61  42.6461  2.1331
2068 20.30092 17.637341  0.008167  0.0000 53  36.0395  2.1042
2068 19.44451 13.241496  0.006993  0.0000 52  31.7269  2.1875
2068 18.74008 9.500002  0.005107  0.0002 42  28.1046  2.3066
2068 18.58952 8.159241  0.007054  0.0005 38  26.8188  2.3616
2129 48.74934 37.641917  2050386542.563137  0.0000 77  76.2409  23.3782
2129 37.19083 26.868393  16226.511421  0.0000 67  59.4243  17.3352
2129 28.94136 18.519402  12.593951  0.0000 46  49.3216  15.5815
2129 31.86782 13.346538  277.118826  0.0001 39  42.3159  13.7486
2129 20.30126 9.105714  0.006648  0.0000 50  37.2058  12.8793
2129 19.39517 7.859369  0.011584  0.0000 48  35.7986  12.7185
2130 32.08341 28.415438  442.049720  0.0000 73  57.4957  15.6337
2130 27.84123 20.259803  2.958953  0.0000 61  45.5787  11.8724
2130 25.20376 13.961402  0.405304  0.0000 42  37.8249  10.4170
2130 23.50420 10.085531  0.127691  0.0002 42  32.9326  9.4005
2130 22.19789 6.862001  0.025622  0.0018 45  29.0753  8.7668
2130 21.95310 5.899455  0.110335  0.0034 49  28.1354  8.7894
2207 27.67057 31.516363  7.599346  0.0000 68  64.6655  18.6419
2207 24.03799 22.467106  0.094061  0.0000 59  51.2078  14.2334
2207 21.89918 15.500974  0.022151  0.0000 48  42.7748  12.7665
2207 20.75322 11.167805  0.013184  0.0000 47  37.1246  11.4495
2207 19.96096 7.631881  0.005937  0.0000 50  33.1411  11.0020
2207 19.80148 6.544483  0.015994  0.0000 49  32.0136  10.9618
2213 31.07283 29.492032  174.282058  0.0000 70  62.3059  18.7360
2213 26.80339 21.035947  1.140792  0.0000 66  49.4392  14.3254
2213 24.06450 14.504704  0.143634  0.0000 54  41.4194  12.8368
2213 22.37899 10.453688  0.047103  0.0000 49  36.0718  11.5402
2213 21.09980 7.169804  0.010418  0.0000 46  32.3374  11.0898
2213 20.85480 6.146978  0.040393  0.0001 44  31.2678  11.0430
2239 49.98293 30.278754  6386668879.928615  0.1094 72  52.3849  7.8438
2239 38.83922 21.615989  74059.117236  0.0867 67  41.4943  5.6159
2239 30.85306 14.882366  73.243731  0.0480 51  34.1496  5.0048
2239 26.19481 10.750350  1.493470  0.0327 48  29.9073  4.8946
2239 22.47782 7.365732  0.032903  0.0256 46  26.4582  4.8301
2239 21.50568 6.276928  0.073167  0.0263 41  25.4573  4.9179
2350 29.64065 37.961184  46.605151  0.0000 81  74.1499  20.9407
2350 25.87776 27.078277  0.489295  0.0000 59  58.0366  15.7103
2350 23.29451 18.664832  0.072057  0.0000 53  48.1233  14.2104
2350 21.48968 13.460890  0.022510  0.0000 47  41.3789  12.6700
2350 20.02611 9.215635  0.006046  0.0000 47  36.7036  12.2399
2350 19.59888 7.904801  0.013562  0.0000 46  35.3992  12.2463
2355 29.34250 34.779379  35.415834  0.0000 66  69.3625  19.6204
2355 26.09880 24.822416  0.598619  0.0000 55  54.6447  14.8596
2355 24.11429 17.104075  0.150249  0.0000 45  45.3990  13.3322
2355 22.49207 12.327497  0.051956  0.0000 48  39.2632  11.9730
2355 21.41443 8.455931  0.013196  0.0000 50  34.8788  11.4601
2355 21.26539 7.230120  0.058717  0.0000 40  33.7199  11.5270
2361 36.57748 31.034618  27739.015547  0.0000 72  63.4000  17.1251
2361 30.46320 23.433754  33.055232  0.0000 58  52.9823  14.3082
2361 26.36528 17.063389  1.176478  0.0000 46  45.2559  12.9522
2361 23.76817 12.818765  0.162104  0.0000 42  39.7075  11.6484
2361 21.42202 9.184870  0.013276  0.0000 49  35.2554  10.8302
2361 20.56675 7.894615  0.031146  0.0000 44  33.9721  10.8372
2478 40.04354 31.420952  675333.071280  0.0000 67  70.0872  24.1864
2478 34.13216 22.383638  969.965475  0.0000 56  54.3076  17.4441
2478 29.04784 15.432884  13.891419  0.0000 45  45.7050  15.7922
2478 24.83105 11.137892  0.427125  0.0000 49  39.5524  13.9346
2478 21.29468 7.582861  0.012026  0.0000 40  34.9453  12.8826
2478 20.35645 6.544544  0.025817  0.0000 46  33.9324  12.9080
2481 37.77337 29.199977  83454.485244  0.0000 79  63.9636  20.9540
2481 31.85592 20.821141  119.200326  0.0000 61  50.2964  15.6656
2481 27.49524 14.366777  3.326272  0.0000 45  42.3562  14.1798
2481 24.73937 10.339549  0.392748  0.0000 41  36.7795  12.6303
2481 22.42917 7.081674  0.031495  0.0001 40  33.0714  12.1801
2481 21.65848 6.052413  0.084176  0.0001 44  32.0630  12.2009
2660 42.73826 30.728795  8079897.809911  0.0004 76  51.2593  6.1844
2660 36.64341 21.931986  9800.660391  0.0217 59  40.8032  4.5251
2660 33.41600 15.093374  776.126173  0.9610 46  33.4592  4.0196
2660 29.06203 10.886084  20.912062  0.9198 49  29.1528  3.9205
2660 25.55724 7.454910  0.554552  0.8769 46  25.6999  3.8988
2660 24.58389 6.401852  1.243342  0.8722 40  24.7324  3.9844
2661 33.06162 31.310768  1088.309626  0.0000 71  64.5868  17.9801
2661 28.18192 23.615952  4.047736  0.0000 62  53.7860  14.8742
2661 24.73255 17.210567  0.263515  0.0000 52  45.9742  13.4677
2661 22.56006 12.938843  0.055128  0.0000 49  40.3519  12.1171
2661 20.76569 9.257613  0.008375  0.0000 39  35.8650  11.3114
2661 20.18809 7.941121  0.022259  0.0000 41  34.5673  11.3303
2693 41.36621 30.640622  2283424.638639  0.0000 74  62.1339  17.1737
2693 34.60170 21.815306  1494.761276  0.0000 68  49.2701  13.1352
2693 29.47326 15.050310  20.553767  0.0000 49  41.0675  11.6976
2693 25.54266 10.862446  0.820250  0.0001 44  35.6765  10.4945
2693 21.63550 7.442467  0.015783  0.0001 45  31.7061  9.9441
2693 20.44521 6.368771  0.027937  0.0001 41  30.6893  10.0010
2706 40.88404 29.850749  1464596.768529  0.0000 72  67.4248  23.3892
2706 34.06645 21.277149  913.005823  0.0000 57  52.8265  17.3646
2706 28.97557 14.671930  12.997014  0.0000 50  44.4852  15.6285
2706 25.68346 10.576641  0.933468  0.0000 40  38.5569  13.7955
2706 22.86965 7.230458  0.046921  0.0000 43  34.3156  12.9004
2706 21.94214 6.215765  0.109229  0.0000 47  33.1477  12.7471
2710 55.54278 30.594530  1069583031396.097900  0.0000 82  68.9324  24.0183
2710 41.89121 21.814431  1231329.870200  0.0000 67  53.5745  17.4405
2710 32.50422 15.035950  335.137790  0.0000 43  45.1049  15.7493
2710 25.82326 10.863130  1.061390  0.0000 52  39.0923  13.9095
2710 20.99387 7.394209  0.009682  0.0000 50  34.5800  12.8662
2710 20.22422 6.364024  0.022975  0.0000 44  33.6072  12.9235
2713 43.97882 30.119052  25329674.910549  0.0000 82  63.7618  19.4141
2713 35.26541 21.456493  2754.582122  0.0000 59  50.5306  14.8455
2713 29.07457 14.796233  14.237606  0.0000 47  42.3663  13.3414
2713 25.20306 10.657219  0.600624  0.0000 41  36.8510  11.9652
2713 22.00299 7.304614  0.021587  0.0000 39  33.0663  11.5331
2713 20.96564 6.266747  0.044671  0.0000 38  31.9481  11.4528
2715 49.92985 30.238687  6081898485.273185  0.0000 72  65.4412  20.9523
2715 37.85291 21.556264  29857.702768  0.0000 63  51.5969  15.7905
2715 30.80359 14.833885  69.981934  0.0000 43  43.4202  14.3361
2715 26.16132 10.711313  1.448177  0.0000 50  37.7291  12.7677
2715 22.34561 7.325276  0.029223  0.0000 49  33.9246  12.3491
2715 21.53854 6.279106  0.075406  0.0000 47  32.7389  12.2096
2762 31.03734 29.671593  168.677545  0.0000 68  64.6648  20.8402
2762 27.38330 21.153985  1.942504  0.0000 61  51.0134  15.7065
2762 25.12171 14.588728  0.375993  0.0000 51  42.9535  14.2118
2762 23.46200 10.526168  0.122926  0.0000 50  37.3657  12.6866
2762 22.27775 7.178156  0.027506  0.0000 48  33.5999  12.2688
2762 22.10253 6.155484  0.126584  0.0001 42  32.5492  12.2408
2785 29.83604 29.897341  55.792482  0.0000 73  68.2149  24.1265
2785 26.21538 21.307993  0.665890  0.0000 63  52.8523  17.3532
2785 23.91427 14.688784  0.125418  0.0000 54  44.5719  15.6920
2785 22.27918 10.579142  0.043224  0.0000 50  38.6207  13.8505
2785 21.14335 7.230398  0.010748  0.0000 49  34.1902  12.7687
2785 24.84300 6.221108  1.578449  0.0004 41  33.2184  12.8062
2796 34.28387 31.432673  3354.670118  0.0000 75  66.9013  20.9750
2796 29.64225 22.431180  15.521615  0.0000 57  52.6559  15.7311
2796 26.75612 15.456584  1.685142  0.0000 46  44.1662  14.2160
2796 24.05868 11.148828  0.211027  0.0000 41  38.3100  12.6675
2796 21.04950 7.643393  0.010057  0.0000 50  34.3597  12.2227
2796 20.37485 6.553252  0.026242  0.0000 45  33.2851  12.2382
2841 42.89193 35.812536  9308390.423052  0.0000 69  69.6441  18.7695
2841 34.29084 25.570496  1122.612130  0.0000 68  54.9728  14.3403
2841 28.29243 17.599519  6.928892  0.0000 48  45.5100  12.8484
2841 24.56320 12.693315  0.334310  0.0000 48  39.3137  11.5583
2841 21.49106 8.674710  0.014027  0.0000 43  34.8251  11.0883
2841 20.52685 7.445748  0.030052  0.0000 47  33.6191  11.1113
2926 50.87274 26.587443  14494317256.875999  0.0001 82  61.2194  19.9595
2926 37.97405 20.060917  33381.836815  0.0000 65  51.1895  16.4561
