92 0 1 0.24478 2.15021 6.75000 10.29000 201.18252 1.26731 151.6762 177.8052 -2.7920 3097.2110 0.2422 0.000344 9.9415 18.5973 11.2843 0.3518 3067.2761 28.5089 5 0.19638  4.96240  7.60 37.57435  0.00002  6.209124e+08  1.283024e+09
159 0 0 0.11051 0.85997 1.78000 3.31000 127.11984 1.06869 229.9089 208.1406 -0.0200 5199.2900 0.9524 0.002770 -1.9490 9.0723 11.8959 0.8921 2338.6833 0.1761 5 1.02328  4.49012  5.80 29.31295  0.00335  6.209124e+08  1.283024e+09
303 1 1 0.11150 1.16990 7.19000 9.10000 161.69662 1.09787 155.7511 228.5743 -3.2140 2544.4313 0.1479 0.000465 11.8826 19.1356 10.5600 0.4162 3350.9335 16.7216 5 0.12644  5.19954  7.90 38.55661  0.00003  6.209124e+08  1.283024e+09
328 1 1 0.88252 3.42687 8.10000 10.15000 141.97200 1.62111 196.7102 167.9376 -2.8780 2791.3350 0.1038 0.000112 12.9843 20.4666 10.2759 0.9357 900.2436 27.1391 5 0.06589  5.22402  7.80 37.44574  0.00003  6.209124e+08  1.283024e+09
374 1 1 0.15663 1.08410 9.65000 10.67000 132.42227 1.15153 50.8635 199.4744 -3.2140 2625.4143 0.1184 0.000460 12.9818 21.1610 11.4788 0.9004 854.9161 32.1429 5 0.09950  5.28853  7.90 39.74820  0.00000  6.209124e+08  1.283024e+09
538 1 1 0.31894 1.44062 7.91000 8.80000 144.88417 1.23595 221.7994 207.5680 2.9760 3327.1818 89.3321 0.259205 10.6338 18.8649 11.3392 0.3651 3100.5218 13.9055 3 1.13406  0.59037  7.60 23.40993  0.98918  6.209124e+08  1.283024e+09
549 1 1 0.23416 1.49517 6.55000 7.98000 44.47341 1.76501 149.0660 180.7493 -2.3490 3170.9184 0.2261 0.000577 9.4484 18.1917 11.2351 0.1379 1709.8119 7.4894 5 0.18095  4.98670  7.50 36.21288  0.00006  6.209124e+08  1.283024e+09
727 1 1 0.10065 0.66673 6.81000 7.40000 192.04278 0.77897 61.4569 154.3298 -2.6030 3077.5136 0.2341 0.001503 10.5182 17.7018 9.7329 0.1848 247.8702 4.4823 5 0.25469  5.10498  7.60 35.45811  0.00005  6.209124e+08  1.283024e+09
752 1 1 0.19886 1.23477 7.41000 8.49000 247.99015 0.93557 283.6021 40.7493 -3.2140 2616.7618 0.0480 0.000158 10.5044 18.5787 11.3737 0.8590 745.6728 11.2161 5 0.01604  5.28018  7.90 39.17099  0.00000  6.209124e+08  1.283024e+09
776 1 1 0.44395 1.59953 6.87000 7.66000 108.93016 1.40526 182.6570 295.2504 -3.2140 2612.6109 0.1271 0.000331 10.4405 17.9340 10.8084 0.6838 1076.8547 5.6683 5 0.09511  5.20792  7.90 38.39845  0.00000  6.209124e+08  1.283024e+09
820 0 1 0.09315 1.45520 9.50000 13.46000 464.82348 0.73405 292.9348 245.7754 -2.2700 3365.7577 0.2358 0.000532 10.1729 20.1897 12.4779 0.5291 425.9189 54.0946 5 0.21098  5.01682  7.40 38.08671  0.00006  6.209124e+08  1.283024e+09
830 1 1 0.08212 0.82270 7.17000 8.35000 168.45583 0.92717 190.8286 260.9965 -2.3490 3141.8381 0.2669 0.001296 10.3850 18.4519 10.5170 0.3245 1671.8438 10.0980 5 0.25441  4.99057  7.50 35.58986  0.00003  6.209124e+08  1.283024e+09
953 0 0 0.10388 1.02575 3.51000 5.44000 80.75696 1.34228 227.8260 233.8256 -2.4980 3268.5826 0.2890 0.000845 6.3935 15.0526 11.1684 0.0208 900.3055 0.8426 5 0.25740  4.92653  7.50 35.19522  0.00010  6.209124e+08  1.283024e+09
998 1 1 0.80038 3.79903 7.72000 10.83000 133.88497 1.69136 69.5654 299.9869 -2.0680 3279.1790 0.2922 0.000255 13.7580 21.3750 9.9848 0.2208 520.1208 33.6307 5 0.38317  5.08987  7.40 34.66472  0.01693  6.209124e+08  1.283024e+09
1056 2 0 0.13553 1.54353 7.19000 10.28000 360.46935 0.87006 180.8770 259.7858 0.2770 6218.4263 1.0249 0.002160 8.3815 18.5665 10.7562 0.7235 2561.0759 28.4116 5 0.87207  4.35691  4.70 29.51489  0.04408  6.209124e+08  1.283024e+09
1062 1 1 0.48696 1.69331 7.61000 8.41000 225.79339 1.11344 220.8816 167.9283 -1.7740 3428.3497 0.3192 0.000793 9.1501 18.5133 11.6673 0.6687 1375.0917 10.5690 5 0.34431  4.96662  7.30 34.71191  0.00614  6.209124e+08  1.283024e+09
1063 1 1 0.10070 0.58396 7.74000 8.18000 29.13672 1.54036 172.1502 149.0383 -3.2140 2632.8336 0.0765 0.000576 11.7354 18.3156 9.9017 0.7187 2437.3484 8.8343 5 0.03731  5.24237  7.90 37.58620  0.00000  6.209124e+08  1.283024e+09
1148 0 0 0.10704 1.03171 4.64000 6.30000 139.15071 1.10849 268.0330 178.6974 -2.5250 3224.6682 0.2203 0.000731 5.6704 15.2308 12.0919 0.7226 893.7398 1.6803 5 0.20404  5.06144  7.50 36.65433  0.00000  6.209124e+08  1.283024e+09
1155 1 1 0.09548 0.77269 8.05000 8.90000 76.02542 1.24547 199.0834 91.1441 -2.6030 3035.5698 0.2152 0.001171 11.3850 18.9662 10.2333 0.7305 2595.7851 14.8250 5 0.25900  5.18535  7.60 36.26239  0.00008  6.209124e+08  1.283024e+09
1160 0 1 0.10234 1.03181 4.61000 6.38000 204.47355 0.94138 265.5938 207.9430 -3.4210 2918.2717 0.1130 0.000368 7.0814 15.2440 11.1719 0.1351 2444.3798 1.7986 5 0.06153  5.12100  7.70 37.77638  0.00001  6.209124e+08  1.283024e+09
1206 1 1 0.21623 1.73924 7.30000 9.55000 177.22296 1.23026 186.2694 163.8507 -3.2140 2618.7213 0.1248 0.000255 12.8939 19.6711 10.0767 0.4472 1993.1740 21.1611 5 0.09186  5.20820  7.90 38.03084  0.00002  6.209124e+08  1.283024e+09
1220 0 1 0.08232 1.41139 6.75000 12.07000 206.41445 1.07332 159.5366 248.0880 -2.8190 3104.2691 0.2682 0.000494 10.6113 19.9503 11.9537 0.0375 2779.4918 44.2045 5 0.25886  4.99391  7.70 38.74346  0.00004  6.209124e+08  1.283024e+09
1278 0 1 0.08752 0.74668 7.85000 8.72000 423.12156 0.48509 267.5397 235.8880 -2.2300 3357.0206 0.2707 0.001518 8.3079 16.8790 11.0096 0.3725 2628.1849 13.1864 5 0.28537  5.02819  7.40 35.53246  0.00094  6.209124e+08  1.283024e+09
1286 1 1 0.08713 1.20103 7.00000 9.87000 229.38512 0.95741 268.2607 86.8525 -2.1530 3321.1037 0.2524 0.000693 12.3233 20.0989 10.2069 0.6691 1340.2199 24.3628 5 0.29714  5.10657  7.50 35.05388  0.00002  6.209124e+08  1.283024e+09
1380 1 0 0.08698 1.16682 4.40000 7.82000 296.76263 0.83301 231.3755 155.9513 -1.9920 3382.4178 0.3025 0.000678 9.4051 18.0524 10.9410 0.2509 490.5105 6.5278 5 0.27937  4.92245  7.40 34.72317  0.00002  6.209124e+08  1.283024e+09
1395 1 1 0.21986 1.00802 8.29000 8.90000 209.80620 0.92007 137.8409 183.2144 0.0920 5575.1125 1.1206 0.004815 8.9425 18.9567 10.7160 0.0318 263.9864 14.8250 4 0.95202  4.31753  5.10 29.02514  0.30566  6.209124e+08  1.283024e+09
1419 1 1 0.23927 1.72074 5.90000 7.95000 146.43573 1.30849 182.8830 242.8877 -2.8780 2815.6535 0.1911 0.000383 12.1978 18.1472 8.6764 0.6288 2094.4244 7.3013 5 0.22320  5.22375  7.80 35.33708  0.00011  6.209124e+08  1.283024e+09
1420 1 1 0.08115 0.68131 8.11000 8.88000 196.43814 0.77854 248.9868 119.6107 -3.2140 2585.0630 0.1316 0.000820 11.8508 18.9259 10.4069 0.1713 3587.3040 14.6394 5 0.11061  5.24316  7.90 38.34044  0.00001  6.209124e+08  1.283024e+09
1470 1 1 0.11367 0.99626 6.94000 8.21000 88.08934 1.29187 180.1231 138.3656 -2.8780 2876.7597 0.2008 0.000792 11.2674 18.3470 9.8164 0.6393 1609.3593 9.0495 5 0.19447  5.12123  7.80 36.53059  0.00002  6.209124e+08  1.283024e+09
